Date,Company Name,IPO Open,High Stock,Low Stock,IPO Close,Shares Traded,Turnover (Crore),Subcategory,Category
6/10/2024,Progressive Corporation,713.08,951.79,489.8,1133.34,5980,115.04,Nifty 50,Small Cap
11/27/2024,Progressive Corporation,647.86,1964.5,1258.58,1143.74,3924,347.99,Nifty MidSmall 40,Mid Cap
2/23/2024,Adobe Inc.,391.75,547.52,225.49,615.84,3289,125.98,Nifty Small Cap 50,Small Cap
3/29/2023,American Express Co.,1257.14,1718.7,830.89,639.06,5895,106.99,Nifty Small Cap 50,Large Cap
8/31/2024,Exxon Mobil Corp.,952.02,1677.1,1103.68,429.7,3974,126.33,Nifty Next 50,Mid Cap
10/17/2024,Costco Wholesale Corp.,104.28,1799,404.92,573.3,516,234.68,Nifty 100,Mid Cap
1/8/2023,Coca-Cola Co.,1238.88,1843.01,1186.39,1475.47,7015,73.99,Nifty Next 50,Mid Cap
4/21/2024,Siemens AG,203.75,1088.54,1084.42,117.52,2717,54.2,Nifty Small Cap 50,Mid Cap
8/3/2023,Cisco Systems Inc.,635.36,1411.58,695.95,519.81,4631,378.61,Nifty 100,Mid Cap
11/15/2024,Southwest Airlines,878.32,1294.95,192.64,1195.39,2347,12.63,Nifty Next 50,Small Cap
7/5/2024,United Airlines,61.09,721.55,1359.05,604.4,1998,193.36,Nifty Small Cap 50,Small Cap
5/11/2024,Zoom Video Communications,996.72,667.61,885.2,1427.48,7917,198.62,Nifty 50,Small Cap
11/24/2024,Marriott International,1006.57,781.9,738.42,531.61,9121,446.63,Nifty 100,Mid Cap
5/17/2024,Ford Motor Co.,996.16,554.15,1243.07,1282.15,6019,387.47,Nifty MidSmall 40,Mid Cap
11/29/2024,Citigroup Inc.,287.03,1551.16,607.26,1231.89,5011,255.83,Nifty Small Cap 50,Mid Cap
9/2/2023,Shopify Inc.,420.81,1934.46,802.19,63.35,1342,240.43,Nifty Small Cap 50,Large Cap
4/22/2024,Abbott Laboratories,408.69,1755.38,1206.03,634.33,6420,283.24,Nifty MidSmall 40,Large Cap
11/5/2023,Allstate Corporation,1442.1,553.19,568.37,456.92,5685,179.56,Nifty Small Cap 50,Large Cap
8/19/2023,Nike Inc.,147.92,246.04,1088.18,745.43,989,350.69,Nifty Small Cap 50,Small Cap
1/18/2024,Thermo Fisher Scientific,671.7,1550.62,380.91,721.02,7430,343.35,Nifty Next 50,Small Cap
6/4/2023,Coca-Cola Co.,1313.32,871.9,992.24,1363.02,9599,287.75,Nifty Small Cap 50,Mid Cap
6/24/2023,Allstate Corporation,1165.73,1675.53,729.3,316.19,6941,29.79,Nifty MidSmall 40,Mid Cap
4/25/2023,Procter & Gamble,1242.54,1591.59,255.92,314.18,7317,64.29,Nifty 100,Mid Cap
1/25/2024,Anthem Inc.,1459.83,1307.01,216.33,206.7,2964,20.6,Nifty 50,Large Cap
11/7/2023,Progressive Corporation,611.53,622.38,657.03,1121.04,6685,359.54,Nifty Next 50,Large Cap
10/27/2023,Morgan Stanley,499,342.47,1003.86,1380.9,8508,239.32,Nifty Next 50,Large Cap
1/18/2023,Citigroup Inc.,94.46,617.4,856.52,584.33,9524,477.54,Nifty Next 50,Large Cap
1/12/2023,Salesforce.com,267.53,1093.06,1200.97,139.64,8637,476.21,Nifty MidSmall 40,Large Cap
2/8/2024,LinkedIn Corporation,864.92,1962.01,563.84,276.23,1528,399.29,Nifty Next 50,Small Cap
12/4/2024,Bristol-Myers Squibb,278.61,267.82,1185.79,198.46,2755,222.08,Nifty 50,Small Cap
8/20/2023,Booking Holdings,1117.64,520.13,80.73,908.89,8140,158.86,Nifty MidSmall 40,Large Cap
8/27/2024,AT&T Inc.,103.99,1310.47,531.15,459.33,5282,101.29,Nifty 50,Mid Cap
12/30/2024,Chubb Limited,426.26,713.07,129.99,1351.3,438,117.01,Nifty MidSmall 40,Mid Cap
10/5/2023,Amgen Inc.,1058.41,1738.23,1289.36,285.31,421,495.17,Nifty 50,Small Cap
12/19/2023,Bristol-Myers Squibb,420.48,407.92,681.18,1398.73,4358,265.64,Nifty Small Cap 50,Mid Cap
10/30/2023,Danaher Corporation,1106.7,1931.84,463.13,532.47,435,7.11,Nifty Small Cap 50,Small Cap
6/24/2024,American Airlines Group,1494,1837.89,704.71,1307.59,5462,23.1,Nifty Next 50,Small Cap
4/14/2024,Shopify Inc.,1205.77,1791.93,760,1426.04,5371,229.92,Nifty Small Cap 50,Small Cap
3/18/2023,Prudential Financial,545.66,470.18,1189.34,1480.23,5314,222.3,Nifty MidSmall 40,Large Cap
6/4/2024,Illumina Inc.,1355.86,759.57,773.13,1215.21,2125,203.37,Nifty 50,Large Cap
1/24/2023,Facebook Inc.,124.21,1637.58,620.99,197.45,8698,411.98,Nifty 100,Large Cap
1/15/2023,SAP SE,1101.26,1644.44,1347.06,130.3,196,351.87,Nifty Next 50,Mid Cap
11/6/2024,Progressive Corporation,83.82,1454.57,1356.92,1122.61,2952,54.6,Nifty Small Cap 50,Small Cap
6/8/2024,Novartis AG,303.11,978.89,82.63,1350.71,2503,181.98,Nifty 50,Large Cap
12/13/2023,AT&T Inc.,1482,726.44,998.38,290.78,3234,298.74,Nifty 100,Mid Cap
6/21/2023,Unilever PLC,573.28,1931.47,539.31,1414.55,3931,191.86,Nifty Small Cap 50,Large Cap
11/23/2023,Liberty Mutual,1239.72,407.64,955.02,934.83,6562,104.94,Nifty 100,Small Cap
12/12/2024,Walt Disney Co.,595.33,230.95,902.58,229.81,7030,314.4,Nifty Next 50,Mid Cap
4/29/2024,Allstate Corporation,1268.04,166.89,482.24,292.2,1016,301.52,Nifty MidSmall 40,Mid Cap
5/3/2024,Novartis AG,1449.89,1583.8,1381.72,145.64,2230,487.33,Nifty 50,Mid Cap
4/6/2024,Gilead Sciences,681.53,254.9,519.24,257.66,5629,280.97,Nifty 100,Mid Cap
1/13/2024,Amazon.com Inc.,861.06,1146.49,895.81,1111.58,8470,437.27,Nifty 100,Large Cap
8/10/2024,L’Oréal,961.53,829.49,1144.34,367.21,5791,474.65,Nifty MidSmall 40,Small Cap
6/13/2023,Boeing Co.,1405.51,421.78,229.29,864.4,4401,217.96,Nifty Small Cap 50,Large Cap
1/7/2024,Palantir Technologies,422.28,1520.1,441.78,1095.57,6453,27.39,Nifty MidSmall 40,Mid Cap
7/26/2024,Boston Scientific,936.31,251.76,302.59,1348.15,733,72.6,Nifty Small Cap 50,Large Cap
2/28/2024,Lyft Inc.,520.84,739.03,1101.1,905.39,4548,252.48,Nifty Next 50,Mid Cap
4/21/2024,Qualcomm Inc.,364.55,1190.05,1127.66,876.09,5609,446.59,Nifty Small Cap 50,Large Cap
1/17/2024,Illumina Inc.,173.13,894.47,380.64,1373.59,1823,327.41,Nifty Small Cap 50,Large Cap
6/4/2023,Apple Inc.,950.03,629.42,35.66,477.61,5664,101.54,Nifty MidSmall 40,Large Cap
9/14/2023,Oracle Corp.,1329.02,1863.1,609.99,345.37,9960,350.82,Nifty Next 50,Mid Cap
11/4/2024,Chubb Limited,559.52,1872.3,971.38,1315.55,1225,447.22,Nifty MidSmall 40,Small Cap
3/9/2023,Uber Technologies Inc.,851.37,919.77,882.83,158.06,242,16.08,Nifty 100,Mid Cap
12/10/2023,L’Oréal,981.09,878.43,640.61,325.04,7816,122.16,Nifty MidSmall 40,Small Cap
10/4/2023,United Airlines,651.24,718.66,443.66,646.32,3149,77.44,Nifty 50,Large Cap
11/3/2024,3M Company,1359.85,1733.15,679.91,573.81,9728,392.27,Nifty Next 50,Mid Cap
1/26/2024,Thermo Fisher Scientific,575.99,1200.64,50.69,1073.83,9574,445.85,Nifty 50,Mid Cap
3/24/2024,Airbnb Inc.,231.27,315.62,131.2,183.12,2813,277.72,Nifty MidSmall 40,Mid Cap
9/16/2023,State Farm,258.83,1728.64,252.87,741.88,1739,424.25,Nifty Next 50,Large Cap
11/3/2023,Twilio Inc.,1341.74,1139.54,886.81,1222.4,5008,328.81,Nifty MidSmall 40,Mid Cap
4/5/2023,AbbVie Inc.,1482.61,918.84,329.75,1040.85,2793,328.69,Nifty 50,Small Cap
4/8/2024,NVIDIA Corp.,468.96,775.05,610.03,965.89,198,290.27,Nifty 50,Mid Cap
9/3/2023,Carnival Corporation,258.22,333.94,881.33,397.07,315,25.96,Nifty MidSmall 40,Small Cap
9/26/2024,Paychex Inc.,749.21,1919.9,1167.89,620.77,1878,468.55,Nifty 50,Large Cap
7/6/2023,Paychex Inc.,1078.82,1521.3,783.03,312.05,6681,178.53,Nifty 50,Mid Cap
1/8/2024,Apple Inc.,937.98,393.79,272.66,787.94,6556,401.49,Nifty Small Cap 50,Small Cap
7/25/2024,AstraZeneca,1429.11,1095.85,1333.88,897.04,4430,405.18,Nifty Next 50,Large Cap
2/10/2024,AT&T Inc.,1235.78,1177.81,153.32,965.21,6060,482.91,Nifty Small Cap 50,Large Cap
2/12/2024,Walt Disney Co.,1310.01,460.59,532.95,1320.14,7350,164.02,Nifty 50,Large Cap
5/5/2023,Johnson & Johnson,835.42,940.36,1292.21,139.65,4438,498.7,Nifty 100,Mid Cap
12/3/2023,PepsiCo Inc.,524.55,1344.63,855.2,613.05,1859,150.99,Nifty 50,Small Cap
12/7/2023,Marriott International,1067.52,675.42,937.83,906.91,1347,226.23,Nifty Next 50,Mid Cap
7/16/2024,Coca-Cola Co.,686.63,763.48,443.32,876.68,1220,353.42,Nifty 100,Small Cap
6/27/2023,Exxon Mobil Corp.,467.24,375.75,137.6,81.47,420,78.34,Nifty 50,Mid Cap
10/12/2024,State Farm,270.79,914.5,531.09,324.5,1940,133.92,Nifty MidSmall 40,Large Cap
6/19/2023,Spotify Technology SA,815.42,1230.14,580.96,1276.33,5095,364.33,Nifty Next 50,Mid Cap
2/8/2023,Zoom Video Communications,911.67,365.57,400.27,797.32,2687,487.22,Nifty MidSmall 40,Small Cap
3/10/2023,Goldman Sachs Group,874.74,1287.35,325.21,649.66,3662,366.67,Nifty 50,Large Cap
8/24/2023,American Airlines Group,219,885.92,517.05,1355.25,1173,431.29,Nifty 100,Small Cap
7/13/2024,UnitedHealth Group,876.48,1404.64,906,158.68,6511,19.71,Nifty 50,Large Cap
1/16/2024,Caterpillar Inc.,294.2,732.45,1330.18,1387.35,4278,288.94,Nifty 100,Small Cap
2/26/2023,Pfizer Inc.,1012.39,1201.72,994.18,90.29,6487,457.13,Nifty 100,Large Cap
10/4/2023,Facebook Inc.,672.61,1283.69,1098.06,865.87,8516,341.52,Nifty 100,Mid Cap
4/9/2023,Pfizer Inc.,1280.74,1427.44,449.31,854.88,8005,338.55,Nifty Next 50,Mid Cap
6/10/2024,Zoom Video Communications,1178.49,1550.34,173.43,976.65,3137,102.32,Nifty 100,Mid Cap
11/21/2023,American International Group,1100.35,402.25,429.37,92.96,4585,430.71,Nifty 50,Small Cap
4/5/2024,Abbott Laboratories,1066.07,1935.7,581.64,819.25,2735,432.66,Nifty Next 50,Large Cap
6/28/2023,Paychex Inc.,862.71,1710.74,975.14,214.74,255,307.39,Nifty Next 50,Large Cap
7/27/2024,Hilton Worldwide,138.61,1190.29,1316.92,276.17,3374,213.88,Nifty Small Cap 50,Small Cap
4/29/2023,SAP SE,1000.46,1797.16,1138.73,362.26,197,412.31,Nifty 100,Mid Cap
4/13/2024,American Airlines Group,727.04,857.5,394.97,939.11,4499,233.03,Nifty 100,Large Cap
7/2/2024,ServiceNow Inc.,730.85,213.43,1153.81,615.63,6405,411.48,Nifty Next 50,Large Cap
10/7/2024,Unilever PLC,599.58,1495.01,594.09,173.74,7969,242.97,Nifty Small Cap 50,Mid Cap
3/30/2024,Google LLC,1397.15,1895.19,270.35,469.07,9757,290.32,Nifty Small Cap 50,Small Cap
1/26/2023,Visa Inc.,411.7,449.43,661.92,161.1,2892,374.26,Nifty Small Cap 50,Small Cap
5/4/2024,UnitedHealth Group,509.06,1341.17,801.61,1012.98,4736,133.23,Nifty MidSmall 40,Large Cap
1/8/2023,Cisco Systems Inc.,1446.41,1654.84,1075.86,858.32,6679,124.18,Nifty 100,Mid Cap
5/30/2024,Oracle Corp.,1224.72,1824.37,509.36,641.14,6597,334.25,Nifty Next 50,Large Cap
6/16/2024,Nike Inc.,70.43,661.58,231.09,1395.13,5686,477,Nifty Small Cap 50,Mid Cap
5/29/2023,Danaher Corporation,1363.86,388.16,159.26,802.15,9835,223.57,Nifty 100,Large Cap
5/2/2024,Lockheed Martin,378.64,608.52,184.05,1336.93,7104,449.2,Nifty Next 50,Small Cap
1/25/2023,Biogen Inc.,1073.6,1218.79,1331.53,889.67,4083,259.58,Nifty 50,Small Cap
10/16/2024,PayPal Holdings Inc.,851.96,1849.65,1333.9,596.35,8961,486.99,Nifty Small Cap 50,Large Cap
7/8/2024,American Express Co.,828.38,1227.69,1357.2,831.55,8634,396.23,Nifty Small Cap 50,Mid Cap
2/29/2024,Twitter Inc.,1090.99,1851.3,444.41,270.2,8375,429.92,Nifty Next 50,Small Cap
10/20/2023,Progressive Corporation,350.41,1574.57,292.51,1028.39,5044,340.12,Nifty Next 50,Small Cap
7/4/2023,Google LLC,280.59,1257.02,1373.85,1474.09,2557,434.38,Nifty 50,Mid Cap
7/7/2024,Prudential Financial,995.27,190.33,1383.92,408.79,6172,296.81,Nifty Next 50,Mid Cap
3/6/2024,Amazon.com Inc.,471.34,766.19,137.34,518.64,4178,284.1,Nifty Next 50,Large Cap
8/26/2024,Prudential Financial,1462.23,256.3,1060.96,638.83,7306,436.98,Nifty Small Cap 50,Large Cap
11/13/2023,Cigna Corporation,704.69,746.15,425.47,751.05,4192,8.52,Nifty MidSmall 40,Mid Cap
2/2/2024,Farmers Insurance,211.82,265.32,1275.74,1092.7,2180,239.91,Nifty Small Cap 50,Mid Cap
11/20/2023,NVIDIA Corp.,1044.43,460.46,152.24,248.18,1843,435.17,Nifty Next 50,Mid Cap
7/18/2024,Paychex Inc.,493.93,909.77,1247.35,488.58,4984,98.88,Nifty 50,Large Cap
8/18/2024,UnitedHealth Group,265.45,1102.54,33.59,831.07,3349,479.05,Nifty 50,Mid Cap
6/29/2024,Tesla Inc.,663.09,551.71,745.11,904.89,4579,370.56,Nifty 50,Small Cap
3/17/2023,Carnival Corporation,1448.12,1505.27,489.72,828.11,8246,381.45,Nifty Small Cap 50,Small Cap
12/9/2024,Netflix Inc.,646.57,1242.17,615.45,681.46,7967,333.07,Nifty MidSmall 40,Small Cap
4/30/2024,Cigna Corporation,553.63,1429.76,624.28,1081.64,8506,224.29,Nifty 100,Mid Cap
3/29/2023,Procter & Gamble,694.54,1505.62,925.44,346.49,5053,231.02,Nifty 50,Large Cap
8/20/2023,Novartis AG,67.57,1494.8,61.64,459.96,8975,419.71,Nifty 100,Large Cap
1/7/2023,Ford Motor Co.,243,1882.03,977.17,694.5,6450,70.43,Nifty MidSmall 40,Mid Cap
7/3/2024,Walt Disney Co.,1282.03,588.86,60.41,1058.48,9603,261.51,Nifty MidSmall 40,Small Cap
2/21/2023,Zoom Video Communications,1468.15,649.79,283.83,169.41,670,155.66,Nifty 100,Large Cap
10/16/2024,Southwest Airlines,279.02,324.27,861.24,217.72,8138,492.17,Nifty MidSmall 40,Large Cap
1/31/2024,Merck & Co.,826.5,1246.28,148.42,1184.49,3407,2.84,Nifty 100,Mid Cap
8/9/2023,General Electric,1451.18,881.09,1387.54,428.38,5812,32.77,Nifty Small Cap 50,Small Cap
3/3/2024,Walt Disney Co.,277.04,1067.97,1104.61,1447.06,2576,483.73,Nifty 100,Small Cap
5/23/2023,American International Group,320.15,464.17,996.76,1444.04,6170,272.35,Nifty MidSmall 40,Small Cap
12/29/2023,Novartis AG,1393.88,1350.76,396.72,1044.62,651,70.13,Nifty MidSmall 40,Large Cap
1/17/2024,Goldman Sachs Group,1073.25,1295.19,96.53,1089.47,7429,224.87,Nifty Small Cap 50,Mid Cap
7/14/2024,Liberty Mutual,270.35,639.85,1370.93,993.95,8404,162.01,Nifty 50,Small Cap
10/4/2023,Progressive Corporation,620.56,1011.02,232.55,307.13,9839,455.69,Nifty Next 50,Large Cap
9/28/2023,Citigroup Inc.,131.59,1804.46,1167.88,775.66,2145,344.1,Nifty Next 50,Small Cap
1/14/2023,Verizon Communications,677.37,1580.97,300.6,1199.87,6715,66.13,Nifty Small Cap 50,Large Cap
10/25/2023,Bristol-Myers Squibb,1177.96,569.85,542.51,1173.28,3436,268.69,Nifty 50,Small Cap
4/8/2024,Salesforce.com,853.26,1775.88,980.22,1353.22,6135,68.1,Nifty MidSmall 40,Small Cap
6/10/2024,Apple Inc.,988.79,274.53,1325.15,1356.16,5308,332.95,Nifty 50,Large Cap
8/22/2023,Unilever PLC,523.89,915.77,57.1,429.15,5586,363.89,Nifty Next 50,Mid Cap
7/28/2024,ServiceNow Inc.,284.02,298.22,387.25,1096.49,315,281.52,Nifty MidSmall 40,Small Cap
12/8/2024,Illumina Inc.,69.02,1859.8,1078,994.44,8561,483.01,Nifty 100,Large Cap
1/27/2023,Biogen Inc.,1240.9,225.3,267.55,1334.45,9116,472.22,Nifty 50,Large Cap
4/15/2024,American International Group,973.15,429.79,182.69,316.04,7001,103.75,Nifty MidSmall 40,Large Cap
4/3/2023,Square Inc.,382.52,1842.82,93.27,1122.7,8590,1.16,Nifty 50,Mid Cap
9/8/2024,Lyft Inc.,656.73,1226.99,718.41,663.83,1337,331.71,Nifty 100,Mid Cap
11/5/2023,Intel Corp.,1212.09,1621.1,1081.8,622,7102,238.35,Nifty MidSmall 40,Small Cap
2/21/2023,Goldman Sachs Group,831.12,180.35,1347.58,101.9,6307,167.99,Nifty MidSmall 40,Small Cap
11/15/2023,Walmart Inc.,485.23,925.33,396.46,1444.12,869,458.53,Nifty 50,Small Cap
6/30/2023,PayPal Holdings Inc.,437.42,1971.26,196.28,1029.86,6873,489.28,Nifty Small Cap 50,Mid Cap
7/22/2024,Boeing Co.,365.54,1222.67,581.5,906.52,7075,465.36,Nifty Next 50,Large Cap
4/30/2023,IBM Corp.,1244.41,1721.91,105.95,414.19,9804,250.6,Nifty 50,Mid Cap
2/12/2023,Nike Inc.,893.7,1932.59,483.96,1004.75,8619,351.97,Nifty MidSmall 40,Mid Cap
10/8/2024,Adobe Inc.,1078.28,1417.32,911.02,1421.12,6779,86.62,Nifty 100,Mid Cap
9/17/2023,Netflix Inc.,1297.17,756.12,260.39,286.77,1509,475.48,Nifty Small Cap 50,Large Cap
7/16/2023,Intel Corp.,1480.95,720.92,895.67,1476.52,3486,142.55,Nifty MidSmall 40,Small Cap
10/6/2024,Snap Inc.,411.75,281.86,1361.57,669.77,4809,97.18,Nifty 100,Small Cap
9/12/2023,Expedia Group,312.31,941.38,1213.95,1468.43,6207,31.02,Nifty Small Cap 50,Small Cap
12/2/2023,Illumina Inc.,719.9,1843.47,518.86,969.11,517,275.64,Nifty 100,Small Cap
7/6/2024,Adobe Inc.,100.85,1034.42,607.45,519.95,6555,474.28,Nifty Small Cap 50,Small Cap
5/16/2024,AT&T Inc.,1197.99,1835.34,604.47,592.94,9775,68.66,Nifty Next 50,Large Cap
9/12/2023,Exxon Mobil Corp.,1331.45,1661.71,1208.06,471.3,469,61.29,Nifty 100,Mid Cap
5/28/2024,General Electric,1044.76,1970.75,1391.54,535.43,2152,137.03,Nifty 100,Large Cap
12/7/2024,Raytheon Technologies,438.59,1903.24,1161.48,987.48,208,333.03,Nifty Next 50,Mid Cap
8/30/2023,Zoom Video Communications,228.58,1456.99,794.62,74.08,2015,274.36,Nifty Small Cap 50,Small Cap
5/29/2023,Biogen Inc.,604.11,1761.75,163.39,1453.07,282,49.01,Nifty Small Cap 50,Mid Cap
12/10/2024,Google LLC,1258.34,1533.94,1337.64,1164.37,3463,221.71,Nifty MidSmall 40,Mid Cap
10/26/2023,Pfizer Inc.,554.35,1451.28,1208.26,1414.46,2987,34.4,Nifty MidSmall 40,Mid Cap
9/11/2024,Verizon Communications,99.67,1473.79,1182.73,1090.44,8129,426.1,Nifty 100,Mid Cap
3/28/2024,Johnson & Johnson,447.71,1483.93,566.79,747.5,5914,54.45,Nifty 100,Small Cap
1/28/2024,Merck & Co.,1485.42,851.93,642.62,325.1,9400,236.18,Nifty MidSmall 40,Mid Cap
7/31/2023,Johnson & Johnson,1031.17,933.59,193.94,798.67,9489,255.72,Nifty Small Cap 50,Small Cap
10/29/2024,Airbnb Inc.,1356.24,694.03,1314.89,1081.96,8855,265.53,Nifty Next 50,Large Cap
6/21/2024,HSBC Holdings PLC,1173.55,424.28,1322.23,1288.56,8005,304.97,Nifty 100,Mid Cap
8/16/2024,GlaxoSmithKline,832.57,998.12,378.58,519.99,743,351.09,Nifty Next 50,Mid Cap
8/17/2024,Boeing Co.,265.6,1814.91,983.53,790.2,4379,3.17,Nifty MidSmall 40,Large Cap
5/11/2023,Shopify Inc.,555.53,1354.84,308.78,948.97,1390,16.43,Nifty Small Cap 50,Mid Cap
11/25/2023,Twilio Inc.,896.42,253.93,568.34,903.46,2617,306.16,Nifty MidSmall 40,Small Cap
9/3/2024,Boeing Co.,1312.42,1650.72,444.26,125.94,3276,91.89,Nifty Next 50,Large Cap
9/13/2023,Carnival Corporation,439.58,1880.49,563.74,750.92,7968,416.09,Nifty Small Cap 50,Large Cap
4/23/2024,IBM Corp.,225.78,1684.43,453.29,1223.1,9978,314.13,Nifty Next 50,Mid Cap
7/14/2024,NVIDIA Corp.,860.31,1495.95,503.05,1213.34,7649,490.22,Nifty Next 50,Large Cap
3/4/2023,United Airlines,305.93,427.72,1113.75,785.36,3284,364.27,Nifty Next 50,Mid Cap
11/7/2023,Unilever PLC,935.02,795.65,441.04,1430.92,8577,46.27,Nifty 100,Mid Cap
2/11/2024,Coca-Cola Co.,432.11,1195.78,1146.13,1248.03,222,86.32,Nifty 100,Large Cap
4/15/2023,Allstate Corporation,384.9,292.19,808.05,1119.12,8252,24.23,Nifty Small Cap 50,Small Cap
9/8/2024,Honeywell International,628.81,346.6,1099.21,797.62,6240,370.85,Nifty 50,Large Cap
1/15/2023,Danaher Corporation,910.13,1878.37,1288.88,906.48,187,64.28,Nifty MidSmall 40,Mid Cap
11/17/2024,Raytheon Technologies,840.71,1449.98,219.64,373.69,641,332.22,Nifty 100,Mid Cap
9/16/2023,General Electric,404.86,658.91,501.13,821.99,8271,278.14,Nifty Small Cap 50,Mid Cap
12/23/2024,Coca-Cola Co.,1342.12,755.62,106.11,812.73,4147,317.02,Nifty MidSmall 40,Small Cap
2/16/2024,Booking Holdings,209.33,861.19,587.47,344.01,9183,254.83,Nifty 100,Large Cap
9/16/2023,SAP SE,107.23,288.88,355.24,1429.17,6126,7.5,Nifty Small Cap 50,Small Cap
9/5/2024,Intel Corp.,923.92,1517.48,813.2,404.89,9900,127.36,Nifty 50,Mid Cap
9/17/2023,Hilton Worldwide,228.94,477.14,1103.24,201.12,4615,442.61,Nifty 50,Small Cap
11/1/2024,GlaxoSmithKline,782.09,1639.47,696.32,727.16,3795,464.71,Nifty 100,Large Cap
2/14/2023,Twitter Inc.,1430.07,1714.86,487.06,1044.81,791,49.51,Nifty MidSmall 40,Small Cap
11/27/2023,Anthem Inc.,1062.94,1331.1,239,332.97,4712,476.36,Nifty 50,Mid Cap
6/14/2023,Walt Disney Co.,945.31,1574.23,66.76,315.19,9005,335.59,Nifty 50,Mid Cap
7/12/2023,Gilead Sciences,883.47,467.9,958.7,429.13,1379,461.36,Nifty Next 50,Large Cap
6/4/2024,BNP Paribas,310.33,1215.49,71.85,488.94,1015,201.18,Nifty 50,Large Cap
2/5/2024,Gilead Sciences,677.34,1402.08,1291.55,406.99,4295,51.77,Nifty 100,Mid Cap
1/9/2024,Procter & Gamble,546.66,1373.89,844.1,732.51,7255,151.92,Nifty 100,Small Cap
3/6/2023,Coca-Cola Co.,1431.96,366.99,514.01,76.48,1404,345.15,Nifty MidSmall 40,Large Cap
1/22/2024,Cigna Corporation,401.36,787.11,87.42,176.9,1356,397.82,Nifty MidSmall 40,Small Cap
5/9/2024,Illumina Inc.,733.7,751.32,596.48,1107.58,2917,26.01,Nifty Next 50,Large Cap
11/23/2024,ServiceNow Inc.,1410.22,1209.17,1218.2,647.89,9199,243.99,Nifty Next 50,Mid Cap
2/19/2024,AstraZeneca,1194.31,1565.69,1358.66,572.46,127,33.12,Nifty 50,Small Cap
1/30/2023,Netflix Inc.,1448.55,1205.59,146.35,65.14,6287,431.94,Nifty 100,Large Cap
9/23/2023,L’Oréal,932.08,1546.43,1094.68,482.42,6554,238.69,Nifty Next 50,Mid Cap
11/24/2023,HSBC Holdings PLC,533.99,333.09,383.95,1240.72,4075,457.5,Nifty Small Cap 50,Small Cap
5/6/2024,Twitter Inc.,1248.64,1774.56,549.83,543.53,6111,40.21,Nifty Next 50,Large Cap
8/5/2023,Google LLC,472.61,1142.74,780.31,1447.36,1496,165.9,Nifty Next 50,Mid Cap
11/16/2023,L’Oréal,288.92,219.37,1392.78,615.44,1167,338.59,Nifty 100,Small Cap
2/3/2024,Sanofi,1074.12,1339.94,316.08,722.99,8302,147.5,Nifty Small Cap 50,Large Cap
4/15/2023,Twilio Inc.,976.49,1107.09,208.78,1212.77,3883,420.94,Nifty 50,Small Cap
11/26/2024,Illumina Inc.,1324.48,557.68,845.12,1475.39,9214,493.43,Nifty Small Cap 50,Large Cap
11/26/2023,Johnson & Johnson,1444.79,1564.19,1198.68,588.82,4700,141.33,Nifty MidSmall 40,Mid Cap
10/21/2024,Biogen Inc.,1292.94,1877.1,918.06,223.91,5688,181.18,Nifty Small Cap 50,Mid Cap
9/8/2024,State Farm,137.03,746.96,506.18,808.43,9436,483.71,Nifty Small Cap 50,Large Cap
2/16/2023,Walt Disney Co.,1013.54,1063.74,1368.47,908.05,8190,179.67,Nifty Next 50,Small Cap
8/21/2024,Walt Disney Co.,1187.86,387.12,1393.19,1441.21,7281,278.44,Nifty Small Cap 50,Large Cap
10/2/2024,Zoom Video Communications,1473.8,1870.13,1085.79,650.19,6720,384.85,Nifty MidSmall 40,Small Cap
11/10/2023,NVIDIA Corp.,593.26,739.77,1129.31,181.68,5627,219.73,Nifty Small Cap 50,Small Cap
5/27/2023,Uber Technologies Inc.,296.33,510.35,1072.35,993.86,6819,186.93,Nifty Small Cap 50,Small Cap
4/6/2024,Amgen Inc.,1286.75,1035.09,383,80.61,6907,248.3,Nifty Next 50,Large Cap
8/6/2024,Ford Motor Co.,510.33,230.07,235.86,666.86,5977,389.98,Nifty MidSmall 40,Small Cap
4/30/2024,Morgan Stanley,917.39,617.75,789.46,643.99,2021,156.77,Nifty Small Cap 50,Large Cap
10/13/2024,Adobe Inc.,615.35,275.17,1337.18,419.49,4119,176.05,Nifty 50,Mid Cap
2/14/2024,Unilever PLC,633.37,385.64,1233.26,1448.25,8559,95.38,Nifty Small Cap 50,Mid Cap
1/27/2023,Salesforce.com,1112.07,357.49,176.4,634.94,4388,351.11,Nifty Next 50,Large Cap
1/29/2023,Goldman Sachs Group,574.14,1763.98,108.08,1347.33,4152,449.83,Nifty Small Cap 50,Mid Cap
9/28/2023,Lyft Inc.,1054.96,1871.3,1227.07,796.91,5184,93.68,Nifty 100,Small Cap
11/16/2024,Cisco Systems Inc.,70.78,1027.87,869.83,1239.78,193,18.26,Nifty MidSmall 40,Small Cap
5/15/2024,Nikon Corporation,520.74,1316.27,446.92,704.52,8589,191.25,Nifty MidSmall 40,Mid Cap
9/10/2023,Paychex Inc.,512.61,1437.42,799.62,1487.73,8804,205.67,Nifty Small Cap 50,Small Cap
1/20/2024,Abbott Laboratories,1135.81,873.93,333.69,978.04,7673,323.29,Nifty 50,Small Cap
3/1/2023,Mastercard Inc.,506.11,834.89,1327.32,276.12,1008,43.71,Nifty Small Cap 50,Small Cap
4/17/2023,Sanofi,968.32,1399.8,1163.26,59.32,2353,410.93,Nifty 50,Large Cap
